,Expression dapF_parent,Expression dapF_sup_1-1,Expression dapF_sup_3-1,Expression dgk_parent,Expression dgk_sup_1-1,Expression dgk_sup_2-1,Expression dgk_sup_3-1,Expression entC_parent,Expression entC_sup_1-1,Expression entC_sup_2-1,Expression entC_sup_3-1,Expression ppk,Expression ppk_sup_1-1,Expression ppk_sup_1-2,Expression zwf_parent,Expression zwf_sup_1-1,Expression zwf_sup_1-2
b0357,-0.053439259,0.19592021,-0.196397213,-0.137503524,-0.652076697,-0.321928095,0.388565288,-0.807354922,-0.36994961,0.207595419,-0.242570303,-0.334419039,-0.43171624,-0.076621282,-0.080919995,0.076621282,0.540568381
b0358,0.854149134,1.054447784,0.253756592,-1,-0.176877762,0.206450877,-0.308122295,-0.971985624,-1.765534746,0.160464672,0.897430266,-1.337034987,-1,0.247927513,0.157541277,0.547487795,1.182203331
b0360,0.284143432,0.07645206,-0.080731272,-0.418312631,-0.245476034,0.149055809,0.057715498,-0.401862111,-0.790904401,-0.221289865,0.723668772,-0.450392776,-0.35453276,0.10864126,-0.199672345,0.104108403,-0.210987658
b0361,0.263034406,0.678071905,0.263034406,-0.321928095,-0.321928095,0.263034406,0.263034406,-0.678071905,-0.678071905,-0.192645078,1.321928095,-0.847996907,-0.847996907,-0.169925001,-0.321928095,0.263034406,0
b0363,1.222392421,1.502500341,0.874469118,-1.584962501,-0.263034406,-0.584962501,-0.263034406,-1.459431619,-1.874469118,0,0.2410081,-0.678071905,-0.678071905,0.169925001,0.415037499,0.415037499,1.115477217
b0364,9.869208251,9.869208251,0,0,0,0,0,0,0,9.869208251,9.869208251,0,0,0,0,0,0
b0365,9.869208251,9.869208251,9.869208251,9.869208251,0,0,0,9.869208251,9.869208251,0,9.869208251,1,0,2,9.869208251,9.869208251,9.869208251
b0366,0.584962501,0.807354922,1,0.584962501,0,-0.415037499,1,1.700439718,1.459431619,0,1.169925001,0.485426827,0.137503524,1.201633861,4.584962501,5.199672345,2.807354922
b0367,0.415037499,0.736965594,0.415037499,0,0,0,0.736965594,0,-0.584962501,-0.584962501,-0.584962501,0.321928095,0,1.459431619,3.502500341,4.169925001,2.115477217
b0368,-0.078002512,0.144389909,-0.078002512,-0.440572591,-0.341036918,-0.341036918,-0.078002512,-0.273018494,-0.857980995,-0.5360529,0.389946518,-0.35614381,-0.476438044,0.727920455,2.559427409,3.351985329,1.366782331
b0369,0.98005459,1.156288493,0.652676819,-0.374884688,-0.003305145,0.200054084,-0.160464672,-0.538136645,-0.586450582,-0.23534041,-0.499776171,-0.428486887,0.01536431,-0.18779864,-0.153103967,0.413385873,0.631522554
b0372,0.765534746,0.925999419,0.678071905,-0.152003093,0.378511623,0.485426827,0.137503524,-0.415037499,-0.415037499,-0.125530882,0.115477217,-0.347923303,-0.106915204,0,0,0.263034406,0.584962501
b0373,0.280107919,0.584962501,0.192645078,-0.283792966,0.192645078,0.280107919,0,-0.347923303,-0.719892081,-0.163498732,0.280107919,-0.499571009,-0.403355694,-0.270089163,-0.163498732,0.280107919,0.618909833
b0375,0,9.869208251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0376,-0.184424571,-0.251538767,0.214124805,0.40053793,0.443606651,0.056583528,0.263034406,0.559427409,0.452512205,0.275634443,-0.662965013,-0.043068722,0,0,0.214124805,0.40053793,1.189033824
b0377,0.199308808,0.175849835,-0.362570079,-0.169925001,-0.20029865,0.05246742,-0.432959407,-1.284453389,-1.615659298,-0.380031049,0.263034406,-0.554588852,-0.425305835,0.595158268,-0.231325546,-0.111031312,0.454565863
b0378,0.169925001,0.222392421,0,0.058893689,0.273018494,0.459431619,0.222392421,-0.830074999,-0.678071905,-0.245112498,0.727920455,-0.308122295,-0.056583528,0.469485283,0,0.222392421,0.772589504
b0379,1.169925001,1.459431619,0.321928095,-0.415037499,0,0,0,-1.584962501,-2.584962501,0,-0.263034406,-0.415037499,-0.415037499,0.584962501,0.321928095,0,0.321928095
b0380,-0.137503524,-0.137503524,0.327164743,0.628031223,0.306103128,0.522421035,-0.423807709,-0.118644496,-0.078002512,0.109624491,0.452512205,-0.135351853,0.1627295,0.123735368,0.327164743,0.428093652,1.306103128
b0381,0.90442234,0.707064108,1.01227833,-0.315775868,0.975125331,0.329307625,0.358453971,0.12631645,0.429112684,0.320040985,0.871895174,-0.612574732,0.079800711,-0.337394896,0.572578776,1.118319967,0.613451058
b0382,1.201097643,0.684224132,0.572578776,-0.916168409,-0.641546029,-0.378511623,-0.98772167,-1.214738849,-1.939879008,0.015266757,1.007653573,-0.940498988,-0.650992371,0.191695624,0.269186633,0.163058282,0.613451058
b0383,0.093109404,0.03170886,-0.169925001,-0.633872101,-0.584962501,-0.362570079,-0.684498174,-0.767826558,-1.070389328,0.067114196,0.432111013,-0.555215157,-0.192645078,-0.061400545,-0.282399731,-0.134301092,0.756074417
b0384,0.206929304,-0.135351853,-0.909584705,-2.56358885,-3.191620073,-3.127489735,-0.780686972,-1.659294698,-2.13876407,-1.057844075,-0.429812852,-0.832055363,-1.785261151,-0.571665678,-0.38426515,-1.17531826,-0.532110618
b0385,0,1.584962501,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
b0386,-0.445411148,-0.642447995,-0.460841189,-0.752072487,-0.557056504,-0.313499473,-0.218640286,0.708233876,-0.520390499,-1.062284278,-1.020464103,0.273760812,-0.466176348,-1.135351853,-0.218640286,-0.590609064,0.531381461
b0387,0.127111918,0.109624491,0.351985329,0.321928095,0.546488353,0.7744403,0.018859027,-0.076961982,0.192645078,0.2410081,-0.566346823,-0.037474705,0.222392421,-0.09557766,-0.118644496,0.055853235,0.438573014
b0388,-0.601450624,-0.249978253,0.140481224,0.720477471,1.209453366,1.220048481,0.915607813,1.532110618,1.492083725,0.668961487,0.793948264,-0.304440668,-0.028428408,-0.79683705,-0.050040682,0.048363022,1.028408415
b0389,0.848391679,1.241554678,0.297560088,-1.610053482,-1.021479727,-1.065423075,-0.103093493,-1.153401151,-1.540731721,0.008955305,-0.559143758,-0.768925336,-1.195550809,-0.105353,-0.076621282,-0.33890643,-0.352452962
b0390,0.454565863,1.353636955,0.567040593,-0.362570079,0.245112498,0.289506617,0,-0.201633861,-0.064130337,1.120294234,1,-0.142019005,-0.415037499,-0.093109404,0.199308808,0.05246742,0.945552216
b0391,0.015710083,0.026089229,-0.411531556,-0.376932894,-0.277853121,0.759948912,-0.505575046,-0.950644159,-0.791542127,-0.196955207,0.777886495,-0.629965995,-0.549943912,-0.114296133,-0.749303929,0.026089229,0.636677537
b0393,-0.02075856,-0.02075856,0.192645078,-0.198545679,0.425305835,-0.514573173,-0.152003093,0.608809243,0.5360529,0.03562391,0.432959407,0.03355256,0.33207605,-0.280107919,0.137503524,0.652076697,0.741081703
b0394,0,-0.169925001,-0.362570079,-0.847996907,-1.169925001,-0.847996907,-0.169925001,-0.280107919,-0.765534746,-0.387023123,1,-0.777607579,-0.777607579,-0.584962501,0,-0.362570079,0.415037499
b0396,0.710493383,0.8259706,0.788495895,-0.211504105,0.295455884,0.447458977,0.2410081,-0.736965594,-0.395928676,0,0.214124805,-0.061400545,0.058893689,0.459431619,0.184424571,0.540568381,0.584962501
b0397,-0.263034406,-0.678071905,-0.337034987,0,0.058893689,-0.192645078,-0.263034406,0.058893689,0.115477217,-0.777607579,-0.777607579,0,0,-0.347923303,0.115477217,-0.192645078,0.662965013
b0398,-0.295455884,-0.584962501,-0.111031312,0,0.415037499,-0.169925001,-0.362570079,0.465663572,0,-0.222392421,0,0.133266531,0.293731203,-0.199308808,0.05246742,0,0.602664502
b0399,0.530514717,0.530514717,0,-0.847996907,-0.362570079,0.530514717,-0.169925001,-1.280107919,-1.502500341,-0.280107919,0.497499659,-0.362570079,-0.584962501,0,-0.169925001,0.152003093,1.152003093
b0400,0.485426827,0.584962501,0.137503524,-0.736965594,-0.514573173,-0.321928095,-0.321928095,-1,-0.830074999,-0.299560282,0.392317423,-0.415037499,-0.263034406,0.115477217,0,0.137503524,0.925999419
b0401,0.739937161,1.342601663,0.775126589,-0.207595419,0.306977753,-0.224873411,-0.190521906,-0.352671618,-0.674599713,0.034351505,0.017277991,0.310340121,0.40053793,0.111031312,0.294904921,0.609540523,0.354283468
b0402,0.647698256,1.159198595,0.821029859,0.093109404,1,1.321928095,0.180572246,0.374395515,0,0.79970135,1.078002512,-0.31410859,0.148863386,0.120294234,0.415037499,0.9510904,0.975752454
b0403,0.137503524,0.137503524,0.047305715,0.093109404,0.180572246,0.341036918,0,-0.263034406,-0.415037499,-0.169925001,0.321928095,-0.199308808,0,0.090197809,-0.0489096,0,0.519374159
b0404,0.228268988,0.394278939,0.394278939,-0.605721061,-0.485426827,-0.605721061,-0.084888898,-0.403355694,0.101879614,0.314873337,-0.228268988,0.215728691,-0.253756592,0.090197809,0.156119202,-0.374395515,0.156119202
b0405,-0.7589919,-1.137503524,0.125530882,0.398549376,0.295455884,-0.371968777,-0.459431619,1.485426827,2.378511623,0.678071905,0,0.5360529,0.584962501,0.137503524,0.347923303,-0.371968777,0.2410081
b0406,0.351074441,0.396517411,0.661414561,-0.060120992,0.292180751,0.316027493,0.179706022,0.726434927,1,0.694373717,-0.571906348,-0.041820176,0.118644496,-0.084888898,0.280107919,0.451379346,0.760329587
b0407,0.854459157,0.932885804,0.858483414,-0.169925001,0.307281319,0.319010612,0.356485317,1.569263814,0.882960579,0.540568381,3.320053247,0.479609501,0.286548,0.259643817,-0.090197809,0.417767292,0.404066381
b0408,0.211504105,0.144389909,0.316857105,0.097847323,0.189477799,0.452512205,-0.309328058,0.246160587,0.381090167,-0.06871275,0.097297201,0.023083613,0.11189288,-0.071553261,0.337034987,0.233199176,0.610053482
b0409,0.261328084,0.226770862,0.311659759,0.24415294,0.218000652,0.482500467,-0.162271429,0.364053571,0.404983835,-0.488100961,-0.08246216,0.136736337,0.049753035,0.097847323,0.261328084,0.415037499,0.779311885
b0410,0.852356446,0.997190466,0.775735164,-0.13525983,0.517937407,0.382392736,0.316303546,-0.284303023,-0.742842161,-0.242074787,0.41063232,0.005088877,0.251946538,0.406088543,-0.039840265,0.795275351,0.957271456
b0411,-1.745427173,-1.832890014,-0.878693704,0.506959989,0.337034987,0,0.074000581,1.286881148,0.604071324,-0.058893689,0.111031312,0.137503524,0.485426827,-0.222392421,-0.10496956,0.542149417,1.506959989
b0412,0.146841388,0.158429363,-0.299560282,-1.05246742,-0.540568381,-0.540568381,-0.381090167,-1.137503524,-1.640003864,-0.308489721,-0.524526647,-0.44625623,-0.428334322,-0.04026387,-0.177998302,0.181329765,0.487265827
b0413,-0.226275856,-0.244538062,-0.217230716,0.053298226,0.064467534,0.242200902,-0.286493379,-0.745219695,-0.599141436,-0.057571531,0.227924813,-0.109720367,0.132194612,0.007268,-0.168471404,0.318822184,0.31259023
b0414,-0.114902095,-0.315041709,-0.168200321,0.09999579,0.187458631,0.298265417,0.006886386,-0.399464695,-0.321928095,0.03970971,0.1344502,-0.28335439,-0.199869405,-0.17118665,-0.100028818,0.060825193,0.264184422
b0415,-0.301508554,-0.556765609,-0.160464672,0.291231298,0.13865354,0.433896527,0.259867127,0.24838763,0.721140627,0.017382078,0.034557222,-0.061639066,0.15090557,0.069605467,0.097847323,0.018859027,0.52905376
b0416,-0.263034406,-0.584962501,0.115477217,0.662965013,0.321928095,0.662965013,0.415037499,0.874469118,1.415037499,0,1,0.106915204,0.387023123,0.299560282,0,-0.125530882,0.584962501
b0417,-0.5360529,-1.157541277,-0.157541277,0.756728849,0.0489096,0.351472371,0.427421224,0.921997488,1.337034987,-0.247927513,-0.160464672,0.203533394,0.125530882,0.125530882,0.229481846,-0.610053482,0.271302022
b0418,0,0,0.2410081,0.415037499,0.347923303,0.570315725,0.2410081,-0.398549376,0.0489096,-0.050626073,-0.398549376,-0.157541277,0.229481846,0.351472371,-0.044394119,0.043068722,0.381870635
b0419,0.416001545,0.447458977,-0.171855029,-1.308489721,-1.640003864,-1.739539538,-0.275431432,-1.797216475,-1.797216475,-0.020493172,-0.02877265,-0.488660362,-0.8861801,0.078569052,-0.035141806,-0.535667204,-0.664251411
b0420,-0.525091045,-0.712718048,-0.478920863,0.147104294,0,-0.423211431,-0.348664477,1.021479727,0.97819563,-0.268816758,-0.415037499,0.152808843,0.031884061,-0.35453276,0.132307292,-0.59724083,0.225881407
b0421,-0.444381461,-0.597116701,-0.079617168,0.219623332,0.28862612,-0.019496176,-0.174774401,0.741847816,0.75156297,0.055956406,-0.660250628,0.105891169,0.249435294,-0.109121722,0.028758993,-0.169319971,0.4101881
b0422,-0.41917723,-0.869654398,0.185911971,0.232396873,0.41400368,0.048771801,0.163941571,1.321928095,1.221150325,0.187202993,0.202389397,0.198862112,-0.044999985,-0.300625709,0.321101099,-0.180296686,0.530196697
b0423,-0.274439169,-0.260764232,-0.081794091,0.278101854,0.210987658,-0.2472177,-0.288244969,1.099535674,1.135159583,-0.25276607,0,0.2793824,0.424256029,-0.089005006,0.033683126,-0.288244969,0.249720053
b0424,0.230297619,0.080919995,-0.208586622,-0.530514717,-0.700439718,-0.378511623,-0.530514717,-1.277533976,-1.234465254,-0.391190757,-0.299560282,-0.04580369,-0.093109404,0.392317423,-0.208586622,-0.530514717,-0.490986353
b0425,0.263034406,0.00757322,-0.256972653,-0.592575685,-0.493040011,-0.399930607,-0.547487795,-0.91346325,-1.389042291,-0.416787281,-0.114603122,-0.21916852,-0.207941265,0.028758993,-0.194816177,-0.126912112,-0.380031049
b0426,1.052741462,1.124891248,0.625320238,0.060120992,0.25276607,0.103622631,0.376148486,-0.425763906,-0.537656786,-0.099535674,2.173482821,-0.026717338,0,0.209095599,0.074767768,0.422691072,0.749191896
b0427,-0.321928095,-0.736965594,0,0.485426827,0.263034406,0.485426827,-0.321928095,0.415037499,1,-0.584962501,0,0,0.415037499,0.222392421,0.263034406,0,0.847996907
b0428,-1.299560282,-2.192645078,-0.912537159,0.409390936,0.044394119,0.108524457,-0.167109986,0.462343214,0.152003093,-0.633872101,0.093109404,0.311944006,0.142019005,0.186413124,0.044394119,-0.327574658,0.087462841
b0429,-1.402098444,-2.039528364,-0.817135943,0.434402824,0.038474148,-0.039528364,-0.255257055,0.120294234,0.605721061,-0.131244533,-1.716207034,0.165059246,0.203533394,0.165059246,0.112474729,-0.080170349,0.249978253
b0430,-1.35614381,-2.117356951,-1.179821038,0.247927513,-0.3205199,-0.167109986,-0.415037499,0.433261258,0.498178735,-0.686245837,-1.712718048,0.108836492,-0.016240641,-0.297904866,0.204571144,-0.039998068,0.330916878
b0431,-1.303549566,-1.99262047,-1.181065559,-0.014873276,-0.618645627,-0.407657969,-0.509298231,0.820178962,0.74819285,-0.830074999,-1.192645078,0.18152014,-0.100111485,-0.428533342,0.180572246,-0.223626021,0.521952703
b0432,-1.363547184,-1.871433462,-1.086893169,-0.286470961,-0.846630071,-0.774680229,-0.798267049,1.139251186,0.830796166,-0.53951953,-1.042952145,0.00877021,-0.326884868,-0.857706118,0.086255733,-0.673066492,0.593295233
b0433,-1.263034406,-1.263034406,-0.415037499,0.502500341,0.502500341,0,0.115477217,2,2.247927513,0.321928095,0,0.078002512,0.289506617,0,0,-0.263034406,0.584962501
b0434,-0.426814667,-0.713695815,0.123574685,0.06871275,0.902975546,-0.090765464,-0.072149786,1.589102231,1.175442006,0.993768046,-0.303392143,-0.275991811,0.175571565,-0.267794658,0.034765418,0.792195115,0.565280135
b0435,0.607215308,-0.037868186,-0.6617197,-2.685566442,-2.734476042,-3.007494537,-0.759567023,-2.32839759,-2.71666818,-0.580129347,-0.482202926,-1.389411692,-2.181606806,-0.339486466,-0.548062918,-1.183066101,-1.570089224
b0436,-1.181329765,-0.789012342,-0.260764232,0.30823152,0.513152498,0.60377235,0.130256386,1.310968883,1.605609652,0.790546634,1.072244884,-0.070723324,0.274859841,-0.137726179,-0.181329765,0.624183811,1.240134004
b0437,0.325345455,0.430634354,-0.100350525,-0.540050079,-0.324782092,-0.011450021,-0.112628855,-0.996052815,-1.244966113,0.015724352,0.627798699,-0.488747185,-0.427993154,-0.016678741,-0.268748057,0.055925415,0.166753545
b0438,0.496986665,0.851002807,0.173749607,-0.727151304,-0.679057016,-0.387401932,-0.38418522,-1.439232004,-1.482300726,-0.241292627,-0.3408283,-0.277147142,-0.312384322,0.104633541,-0.032365526,-0.200403418,-0.094094515
b0439,0.163746427,0.971985624,0.135610637,-0.392100688,0.093976148,0.509013647,0.034269902,-0.605859842,-0.665360853,0.441915883,0.401408159,-0.242113754,0.05564803,0.059541946,0.030879313,0.428843299,0.449307401
b0440,0.307548956,-0.352809199,0.029503994,0.319541502,0.293025057,0.225795006,0.2410081,0.177787119,-0.24423681,-0.175849835,1.525959313,0.183821228,-0.038202454,0.229555768,0.035333073,0.049803556,0.215563083
b0441,-0.013223695,-0.010569242,0.111421283,-0.02656972,0.61105173,0.623067106,-0.086804828,0.224264836,0.215819767,0.506352666,0.276632009,-0.241805125,0.085089223,-0.071880123,0.140372656,0.728516404,0.698007526
b0442,0.152003093,1.222392421,0,-0.169925001,0.91753784,2.289506617,0.415037499,-0.700439718,-0.893084796,-0.115477217,0.823122238,-0.938599455,-0.523561956,-0.523561956,-0.169925001,1.152003093,1.530514717
b0443,0.637429921,0.764187063,0.152003093,0.448984831,-0.144389909,0.432111013,0.577308928,-1.23878686,-1.712718048,-0.141176063,-0.406909618,-0.285402219,-0.761840263,0.036525876,0.131244533,-0.551015169,0.380272081
b0444,0.736965594,0.959358016,0.736965594,-0.08246216,0.736965594,0.473931188,0.078002512,-0.662965013,-0.440572591,0.395928676,0.506959989,-0.341036918,0.395928676,0.144389909,0.078002512,0.784271309,0.530514717
b0445,-0.807354922,-0.807354922,-0.485426827,0.777607579,0.514573173,0.465663572,0.415037499,0.222392421,-0.415037499,0.321928095,-0.263034406,0,0.087462841,0.426264755,0,1.162271429,2.375866902
b0446,0.738875184,1.110323415,0.778403548,-0.183122304,-0.119463667,-0.36804002,-0.227177484,-0.803602787,-1.030373649,-0.466021428,-0.970252657,-0.098778154,-0.087462841,0.021061616,0.119147265,0.101445264,0.727379545
b0447,0.447458977,0.8259706,0.584962501,-0.371968777,0.184424571,0.125530882,0.064130337,0.199308808,0.199308808,-0.054447784,0.602664502,-0.428843299,-0.428843299,-0.321928095,0.125530882,0.125530882,0.669851398
b0448,-0.115477217,0.206450877,0.206450877,-0.530514717,0,-0.2410081,-0.115477217,0.378511623,0.378511623,0.263034406,0,0.2410081,0.2410081,0,-0.2410081,-0.2410081,0.387023123
b0449,0,0.321928095,0,-0.415037499,0,0,0,0,0.321928095,-0.415037499,0,0,0,0.321928095,0,0,0.584962501
b0450,-2.584962501,-2.584962501,-2.584962501,-0.415037499,-3.584962501,-3.584962501,-2.584962501,2.736965594,1.222392421,-0.584962501,0,1.321928095,-1,-1,-1.584962501,-3.584962501,-2
b0451,-1,0,-1,0,0,-1,-1,0.584962501,-1,-1,0,0,0,0,0,0,0
b0452,-0.103835811,-0.040641984,-0.239187664,-0.678071905,-0.442004547,-0.020177882,-0.169925001,-1.026472211,-1.423807709,-0.305626283,-0.715270523,-0.594361199,-0.712197689,-0.538866086,-0.337034987,-0.362570079,0.571541985
b0453,0.726012985,0.329183911,-0.151105337,-3.104740833,-3.86507042,-4.020348645,-1.139930261,-1.552595579,-2.279991021,-1.022265527,-1.04403615,-1.427421224,-2.700439718,-0.06946482,-0.471351642,-1.135484356,-0.898579682
b0454,0.558490289,0.284729477,0.327164743,0.101283336,0.125530882,0.710493383,0,-0.333423734,-0.276840205,-0.392317423,-0.584962501,-0.076621282,-0.214124805,-0.076621282,-0.166649869,0.101283336,0.757799098
b0455,-0.321928095,-0.736965594,-0.736965594,-0.736965594,0.485426827,0.847996907,1,0,-1,-1.584962501,1.874469118,0.637429921,0,-0.584962501,-0.736965594,0.263034406,1.378511623
b0456,1.791413378,2.132450296,1.657112286,-1.378511623,-1.700439718,-2.115477217,-0.530514717,-1.523561956,-1.523561956,-0.201633861,-0.823122238,0.222392421,-0.584962501,0,1.253756592,-0.530514717,0.387023123
b0457,0.103093493,-0.409112665,-0.295455884,-0.785261151,-0.94753258,-0.695993813,-0.432959407,-0.807354922,-0.979535897,-0.959358016,-1.041820176,0.044394119,-0.272079545,0.108524457,0.017702002,-0.457206954,0.05246742
b0458,1.413075983,1.531720479,1.595379117,-0.592824618,-0.353636955,0.091147888,-0.716207034,0.40053793,0.250961574,-0.089267338,-0.01449957,-0.569020957,-0.667424661,-0.134301092,0.68589141,0.283792966,0.984232684
b0459,0.625934282,1.752907138,0.31836148,-0.94753258,0.789433014,0.879318518,0.260062839,-1.740757173,-1.818759685,0.662367004,1.67665123,-2.113656782,-1.429684275,0.064130337,0.069540933,1.296774618,1.665774546
b0460,0.377304852,0.835455458,-0.213706693,-0.958777337,0.141773961,0.253419317,0.403228197,-1.877063894,-2.12588444,-0.308060572,0.510029248,-1.332804684,-0.737481672,0.515192222,-0.333737397,0.693991908,0.764919656
b0461,0.415037499,0.96281508,0.021859434,-0.904139985,0.242701404,0.324129003,0.409520494,-1.966833136,-1.613196181,0.067368348,-0.276517635,-0.966125134,-0.214623447,0.476048495,-0.087004042,0.853289712,0.883451683
b0462,0.078002512,0.169925001,-0.125530882,-0.287281952,-0.311944006,-0.125530882,-0.215728691,-0.79970135,-0.364764293,-0.162271429,0.131911676,-0.127379306,-0.14974712,0.059706246,0.133855747,0.039528364,0.736965594
b0463,-0.054742965,0.067462968,-0.136736337,-0.374679762,-0.197036847,-0.015430041,-0.153709415,-0.326599535,-0.509252841,0.218834602,0.186413124,-0.347923303,-0.142019005,-0.214897885,0.089267338,0.166510337,0.798557974
b0464,0.137503524,0.263034406,0.378511623,0.263034406,0.584962501,0.263034406,0.378511623,0.321928095,-0.192645078,0.169925001,-0.678071905,0.087462841,0,-0.299560282,-0.152003093,0.137503524,0.765534746
b0465,0.415037499,0.273018494,0.459431619,0.169925001,0.736965594,0.169925001,-0.061400545,0.08246216,0.497499659,0.160464672,0.371968777,-0.129283017,0.296981738,0.080170349,0.115477217,0.584962501,0.584962501
b0466,0.362570079,0.777607579,0.777607579,0,0.362570079,0.362570079,0.514573173,0.321928095,-0.415037499,0,0.321928095,0,0,0.169925001,0,0.777607579,0.652076697
b0467,0.106915204,0.106915204,0.299560282,-0.378511623,0,0.106915204,-0.115477217,-0.530514717,-0.378511623,0,0.299560282,-0.378511623,-0.115477217,0,-0.115477217,0.106915204,0.299560282
b0468,0.316332632,0.098915026,0.544054557,-0.037719666,0.14172811,-0.199308808,-0.126377286,0,-0.010195767,-0.207232614,-0.774707688,0.120294234,0.249027548,-0.010492374,0.063725598,-0.06667104,0.518291461
b0469,-0.434937057,-0.461904104,0.058102955,0.132103536,0.787455365,-0.060541542,-0.14543044,0.977279923,1.599912842,0.977279923,-0.299560282,-0.188445089,0.440572591,-0.171766348,0.076961982,0.821402697,0.468386924
b0470,-0.040898031,0.004473477,-0.004487391,0.031026896,0.227503835,0.188719375,-0.264827688,-0.049831156,0.004445905,-0.026967048,-0.397335498,-0.275453665,-0.159656666,-0.275453665,-0.008988783,0.223671974,0.469983022
b0471,-0.059008412,-0.235761476,0.035355276,0.328520772,0.534533074,0.646057098,0.380204927,0.882246469,0.804008894,0.10524316,1.218487967,-0.196927346,-0.2726444,-0.348739846,0.106128351,0.326326559,0.777148633
b0472,-0.006369525,0.150731436,0.150731436,0.313002865,0.578592976,0.535395286,0.212370502,0.552541023,1.056583528,0.678071905,0.910732662,0.032843257,-0.028758993,-0.078002512,0.133453445,0.338358439,0.802808133
b0473,-0.08912589,0.105727507,0.49583661,0.021446976,-0.494764692,-0.150526435,-0.080312821,1.718409775,0.546031508,-0.535131345,-1.798165751,0.407607294,0.255880077,-0.315355441,-0.137669742,0.063407508,-0.448668277
b0474,-0.379345792,-0.653268514,0,-0.244803669,-0.539810464,-0.094778225,-0.234955883,1.721813369,1.368539037,0.143364175,0.291462814,0.192645078,0.118644496,-0.291339775,0.057224869,-0.167841687,0.542651696
b0475,0.206450877,0.253756592,0.106915204,-0.793549123,-0.612976877,-0.793549123,-0.056583528,-0.425305835,-0.095157233,0.376148486,-0.46712601,-0.334419039,-0.398549376,-0.273018494,0,-0.378511623,0.054447784
b0476,1,1.321928095,0.584962501,0,0.584962501,0.807354922,0.321928095,-1,-1.584962501,0,0.415037499,-0.584962501,0,0.222392421,0,0.807354922,1.321928095
b0477,0.263034406,-0.321928095,0.440572591,0.210566986,0.330148602,-0.321928095,-0.514573173,0.216811389,0.571906348,0.182864057,-0.255257055,0.409390936,0.714245518,0.357552005,0.210566986,-0.222392421,0.330148602
b0478,-0.188445089,-0.570315725,-0.222392421,0.21818017,-0.859822342,-0.614709844,-0.756728849,-0.415037499,0,-0.658963082,-0.69743723,-0.078002512,-0.203533394,0.109624491,-0.155278225,-0.527247003,-0.444784843
b0479,0.169925001,0.087462841,0,-0.299560282,-0.192645078,0,-0.299560282,-0.392317423,-0.691877705,-0.304854582,0,-0.192645078,-0.093109404,0.392317423,-0.299560282,0,0.087462841
b0480,0.184424571,0.165059246,-0.552541023,-0.796466606,-1,-0.686842115,-0.489805268,-1.085973223,-1.085973223,-0.20461772,0.046921047,-0.632268215,-0.596644306,-0.121306296,-0.16175107,-0.16175107,0.14543044
b0481,0.137503524,0,0.378511623,0.263034406,0.485426827,0.678071905,-0.152003093,0.584962501,1,0.874469118,0,0,0,0.347923303,0.137503524,0.485426827,0.584962501
b0482,-0.050626073,-0.243271151,-0.076621282,0.186413124,0.0489096,0.164386818,-0.076621282,0.130060541,0.249359469,0.202816883,-0.869939459,0,0.047305715,0.180572246,-0.214124805,0,0.250543462
b0483,0.701341684,0.533218926,0.672195339,-0.256013978,-0.466781074,-0.342601663,0.186768512,-0.864116572,-0.545434137,-0.769994395,-1.036069255,0.213244039,-0.025763096,0.122335543,0.023269779,-0.08453351,0.397335498
b0484,0.570315725,0.656045599,0.510194732,0.570315725,0.788495895,0.415037499,1.021695071,0.969626351,0.874469118,1.321928095,1.502500341,0.099535674,0,-0.05246742,0.277533976,0.2410081,0.277533976
